pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_mass,st_masserr1,st_masserr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2
HATS-51,b,HATS-51 b,Transit,0.04639,0.00077,-0.00077,0,0.33,,,1,1.19,0.06,-0.06,0.768,0.045,-0.045,0,244.09344,14.30235,-14.30235
K2-290,c,K2-290 c,Transit,0.305,0.017,-0.017,0,0,,,0,1.19,0.07,-0.08,0.774,0.047,-0.047,0,246.00042,14.93801,-14.93801
HAT-P-66,b,HAT-P-66 b,Transit,0.04363,0.00121,-0.00064,0,0.09,,,1,1.25,0.11,-0.05,0.783,0.057,-0.057,0,248.86089,18.11631,-18.11631
WASP-92,b,WASP-92 b,Transit,0.0348,0.00036,-0.00036,0,0,,,0,1.19,0.04,-0.04,0.805,0.068,-0.068,0,255.85315,21.61244,-21.61244
HATS-59,b,HATS-59 b,Transit,0.06112,0.00076,-0.00076,0,0.129,0.049,-0.049,0,1.04,0.04,-0.04,0.806,0.069,-0.069,0,256.17098,21.93027,-21.93027
Lupus-TR-3,b,Lupus-TR-3 b,Transit,0.0464,0.0007,-0.0007,0,0,,,0,0.87,0.04,0,0.81,0.18,-0.18,0,257.431,57.207,-57.207
Kepler-91,b,Kepler-91 b,Transit,0.0731,0.0034,-0.0031,0,,,,,1.31,0.1,-0.1,0.81,0.18,-0.17,0,257.4423,57.2094,-54.0311
NGTS-1,b,NGTS-1 b,Transit,0.0326,0.0047,-0.0045,0,0.016,0.023,-0.012,0,0.62,0.02,-0.06,0.812,0.066,-0.075,0,258.07796,20.97678,-23.83725
HAT-P-52,b,HAT-P-52 b,Transit,0.03694,0.00038,-0.00038,0,0.047,,,1,0.89,0.03,-0.03,0.818,0.029,-0.029,0,259.98494,9.21707,-9.21707
HATS-65,b,HATS-65 b,Transit,0.04497,0.00033,-0.00033,0,0.062,,,0,1.26,0.03,-0.03,0.821,0.083,-0.083,0,260.93843,26.37989,-26.37989
MOA-2007-BLG-400L,b,MOA-2007-BLG-400L b,Microlensing,0.72,0.38,-0.16,0,,,,,0.3,0.19,-0.12,0.83,0.49,-0.31,0,263.79,155.73,-98.52
55 Cnc,b,55 Cnc b,Radial Velocity,0.115227,0.000001,-0.000001,0,0.0034,0.0032,-0.0032,0,0.91,0.01,-0.01,0.8306,0.0033,-0.0033,0,263.9785,1.0488,-1.0488
Kepler-435,b,Kepler-435 b,Transit,0.0948,0.0018,-0.0018,0,0.114,0.077,-0.077,0,1.54,0.09,-0.09,0.84,0.15,-0.15,0,266.97,47.67,-47.67
CoRoT-9,b,CoRoT-9 b,Transit,0.4021,0.0054,-0.0054,0,0.133,0.042,-0.037,0,0.96,0.04,-0.04,0.84,0.05,-0.05,0,266.9772,15.8915,-15.8915
WASP-142,b,WASP-142 b,Transit,0.0347,0.0007,-0.0007,0,0,,,0,1.33,0.08,-0.08,0.84,0.09,-0.09,0,266.9772,28.6047,-28.6047
CoRoT-29,b,CoRoT-29 b,Transit,0.0386,0.0059,-0.0059,0,0.082,0.081,-0.081,0,0.97,0.14,-0.14,0.85,0.2,-0.2,0,270.1555,63.566,-63.566
WASP-1,b,WASP-1 b,Transit,0.03889,0.00053,-0.00073,0,0,,,0,1.24,0.05,-0.07,0.854,0.057,-0.052,0,271.415,18.116,-16.526
K2-238,b,K2-238 b,Transit,0.046,0.007,-0.006,0,0,,,0,1.19,0.08,-0.08,0.86,0.13,-0.12,0,273.3338,41.3179,-38.1396
OGLE-2012-BLG-0026L,c,OGLE-2012-BLG-0026L c,Microlensing,4.8,0.7,-0.7,0,,,,,1.06,0.05,-0.05,0.86,0.06,-0.06,0,273.3338,19.0698,-19.0698
WASP-59,b,WASP-59 b,Transit,0.0697,0.0011,-0.0011,0,0.1,0.042,-0.042,0,0.72,0.04,-0.04,0.863,0.045,-0.045,0,274.276,14.302,-14.302
WASP-44,b,WASP-44 b,Transit,0.03453,0.00065,-0.00065,0,,,,0,0.94,0.05,-0.05,0.87,0.063,-0.062,0,276.5121,20.02329,-19.70546
OGLE-2011-BLG-0265L,b,OGLE-2011-BLG-0265L b,Microlensing,1.89,0.25,-0.2,0,,,,,0.21,0.07,-0.04,0.88,0.27,-0.18,0,279.68,85.81,-57.21
HATS-31,b,HATS-31 b,Transit,0.0478,0.0012,-0.0012,0,0.233,,,1,1.27,0.1,-0.1,0.88,0.12,-0.12,0,279.6904,38.1396,-38.1396
WASP-23,b,WASP-23 b,Transit,0.0376,0.0016,-0.0024,0,0.062,,,1,0.78,0.13,0,0.884,0.088,-0.099,0,280.95,27.968,-31.464
WASP-145 A,b,WASP-145 A b,Transit,0.0261,0.0005,-0.0005,0,0,,,0,0.76,0.04,-0.04,0.89,0.04,-0.04,0,282.8687,12.7132,-12.7132
HAT-P-45,b,HAT-P-45 b,Transit,0.0452,0.0007,-0.0007,0,0.049,0.063,-0.063,0,1.26,0.06,-0.06,0.892,0.137,-0.099,0,283.492,43.541,-31.464
WASP-123,b,WASP-123 b,Transit,0.04263,0.00074,-0.00074,0,0,,,0,1.17,0.06,-0.06,0.899,0.036,-0.036,0,285.72917,11.44188,-11.44188
WASP-180 A,b,WASP-180 A b,Transit,0.048,0.001,-0.001,0,0,,,0,1.3,0.1,-0.1,0.9,0.1,-0.1,0,286.047,31.783,-31.783
KELT-4 A,b,KELT-4 A b,Transit,0.04317,0.00079,-0.00074,0,0,,,0,1.2,0.07,-0.06,0.902,0.06,-0.059,0,286.68266,19.0698,-18.75197
WASP-28,b,WASP-28 b,Transit,0.04469,0.00076,-0.00076,0,0,,,0,1.02,0.05,-0.05,0.907,0.043,-0.043,0,288.26,13.666,-13.666
CoRoT-12,b,CoRoT-12 b,Transit,0.04016,0.00093,-0.00092,0,0.07,0.063,-0.042,0,1.08,0.08,-0.07,0.917,0.07,-0.065,0,291.438,22.247,-20.658
HATS-32,b,HATS-32 b,Transit,0.04024,0.00053,-0.00053,0,0.471,,,1,1.1,0.04,-0.04,0.92,0.1,-0.1,0,292.4036,31.783,-31.783
WASP-76,b,WASP-76 b,Transit,0.033,0.0005,-0.0005,0,0,,,0,1.46,0.07,-0.07,0.92,0.03,-0.03,0,292.4036,9.5349,-9.5349
HATS-55,b,HATS-55 b,Transit,0.05412,0.00014,-0.00018,0,0.092,,,1,1.2,0.01,-0.01,0.921,0.076,-0.076,0,292.72143,24.15508,-24.15508
WASP-98,b,WASP-98 b,Transit,0.03762,0.001,-0.001,0,,,,,0.81,0.06,-0.06,0.922,0.08,-0.08,0,293.03926,25.4264,-25.4264
NGTS-8,b,NGTS-8 b,Transit,0.035,0.001,-0.001,0,0.01,0.014,-0.01,0,0.89,0.05,-0.04,0.93,0.04,-0.03,0,295.5819,12.7132,-9.5349
WASP-2,b,WASP-2 b,Transit,0.03144,0.00088,-0.00087,0,,,,0,0.9,0.08,-0.07,0.931,0.06,-0.058,0,295.89973,19.0698,-18.43414
KELT-23 A,b,KELT-23 A b,Transit,0.03302,0.00068,-0.00064,0,0,,,0,0.94,0.06,-0.05,0.938,0.048,-0.044,0,298.12454,15.25584,-13.98452
HATS-34,b,HATS-34 b,Transit,0.03166,0.00034,-0.00034,0,0.108,,,1,0.95,0.03,-0.03,0.941,0.072,-0.072,0,299.07803,22.88376,-22.88376
Kepler-412,b,Kepler-412 b,Transit,0.02897,0.00093,-0.00092,0,,,,,1.17,0.09,-0.09,0.941,0.125,-0.019,0,299.07803,39.72875,-6.03877
KELT-12,b,KELT-12 b,Transit,0.06708,0.00097,-0.0013,0,0,,,0,1.59,0.07,-0.09,0.95,0.14,-0.14,0,301.9385,44.4962,-44.4962
HATS-63,b,HATS-63 b,Transit,0.04026,0.00028,-0.00028,0,0.136,,,0,0.93,0.02,-0.02,0.96,0.12,-0.12,0,305.1168,38.1396,-38.1396
HATS-64,b,HATS-64 b,Transit,0.06562,0.00039,-0.00039,0,0.151,,,0,1.56,0.03,-0.03,0.96,0.2,-0.2,0,305.1168,63.566,-63.566
WASP-7,b,WASP-7 b,Transit,0.0617,0.0011,-0.0011,0,,,,,1.28,0.07,-0.07,0.96,0.13,-0.13,0,305.1168,41.3179,-41.3179
WASP-45,b,WASP-45 b,Transit,0.03963,0.00114,-0.00112,0,,,,0,0.85,0.08,-0.07,0.964,0.058,-0.056,0,306.38812,18.43414,-17.79848
Kepler-539,b,Kepler-539 b,Transit,0.4988,0.0067,-0.0067,0,0.39,,,1,1.05,0.04,-0.04,0.97,0.29,-0.29,0,308.2951,92.1707,-92.1707
WASP-185,b,WASP-185 b,Transit,0.0904,0.0017,-0.0017,0,0.24,0.04,-0.04,0,1.12,0.06,-0.06,0.98,0.06,-0.06,0,311.4734,19.0698,-19.0698
WASP-175,b,WASP-175 b,Transit,0.04403,0.00055,-0.00055,0,0,,,0,1.21,0.04,-0.04,0.99,0.13,-0.13,0,314.6517,41.3179,-41.3179
Kepler-44,b,Kepler-44 b,Transit,0.0446,0.0011,-0.0011,0,0.066,,,1,1.12,0.08,-0.08,1,0.1,-0.1,0,317.82,31.78,-31.78
WASP-129,b,WASP-129 b,Transit,0.0628,0.0007,-0.0007,0,0.096,,,1,1,0.03,-0.03,1,0.1,-0.1,0,317.83,31.783,-31.783
WASP-190,b,WASP-190 b,Transit,0.0663,0.0008,-0.0008,0,0,,,0,1.35,0.05,-0.05,1,0.1,-0.1,0,317.83,31.783,-31.783
OGLE-TR-182,b,OGLE-TR-182 b,Transit,0.051,0.001,-0.001,0,0,,,0,1.14,0.05,0,1.01,0.15,-0.15,0,320.995,47.672,-47.672
HD 202772 A,b,HD 202772 A b,Transit,0.05208,0.00064,-0.00068,0,0.038,0.042,-0.027,0,1.72,0.06,-0.07,1.017,0.07,-0.068,0,323.23311,22.2481,-21.61244
Kepler-87,b,Kepler-87 b,Transit,0.481,0.026,-0.028,0,0.036,0.009,-0.009,0,1.1,0.05,-0.05,1.02,0.028,-0.028,0,324.2,8.8,-8.8
Kepler-424,b,Kepler-424 b,Transit,0.044,0.005,-0.004,0,,,,,1.01,0.05,-0.05,1.03,0.13,-0.13,0,327.35,41.32,-41.32
OGLE-TR-211,b,OGLE-TR-211 b,Transit,0.051,0.001,-0.001,0,0,,,0,1.33,0.05,0,1.03,0.2,-0.2,0,327.351,63.563,-63.563
HATS-58 A,b,HATS-58 A b,Transit,0.05798,0.00057,-0.00057,0,0.168,,,1,1.46,0.04,-0.04,1.03,0.23,-0.23,0,327.3649,73.1009,-73.1009
HAT-P-42,b,HAT-P-42 b,Transit,0.0575,0.0011,-0.0011,0,0,,,0,1.18,0.07,-0.07,1.044,0.083,-0.083,0,331.801,26.379,-26.379
WASP-19,b,WASP-19 b,Transit,0.01634,0.00024,-0.00024,0,0.002,0.014,-0.002,0,0.9,0.04,-0.04,1.069,0.038,-0.037,0,339.76027,12.07754,-11.75971
WASP-75,b,WASP-75 b,Transit,0.0375,0.0007,-0.0008,0,0,,,0,1.14,0.07,-0.07,1.07,0.05,-0.05,0,340.06,15.89,-15.89
HATS-3,b,HATS-3 b,Transit,0.0485,0.0004,-0.0006,0,0,,,0,1.21,0.04,-0.04,1.071,0.136,-0.136,0,340.382,43.223,-43.223
HATS-14,b,HATS-14 b,Transit,0.03815,0.00032,-0.00032,0,0.142,,,1,0.97,0.02,-0.02,1.071,0.07,-0.07,0,340.39593,22.2481,-22.2481
WASP-171,b,WASP-171 b,Transit,0.0504,0.00083,-0.00083,0,0,,,0,1.17,0.06,-0.06,1.084,0.094,-0.094,0,344.52772,29.87602,-29.87602
KPS-1,b,KPS-1 b,Transit,0.0269,0.001,-0.001,0,0,,,0,0.89,0.09,-0.1,1.09,0.086,-0.087,0,346.4347,27.33338,-27.65121
KOI-12,b,KOI-12 b,Transit,0.154,0.004,-0.003,0,0.34,0.08,-0.07,0,1.5,0.1,-0.1,1.1,3.5,-0.8,0,349.613,1112.405,-254.264
CoRoT-19,b,CoRoT-19 b,Transit,0.0518,0.0008,-0.0008,0,0.047,0.045,-0.045,0,1.21,0.05,-0.05,1.11,0.06,-0.06,0,352.78,19.07,-19.07
WTS-2,b,WTS-2 b,Transit,0.01855,0.00062,-0.00062,0,0,,,0,0.82,0.08,-0.08,1.12,0.16,-0.16,0,355.9696,50.8528,-50.8528
WASP-133,b,WASP-133 b,Transit,0.0345,0.0007,-0.0007,0,0.17,,,1,1.16,0.08,-0.08,1.16,0.09,-0.09,0,368.6828,28.6047,-28.6047
HAT-P-37,b,HAT-P-37 b,Transit,0.0379,0.0006,-0.0006,0,0.058,0.038,-0.038,0,0.93,0.04,0,1.169,0.103,-0.103,0,371.528,32.735,-32.735
HD 2685,b,HD 2685 b,Transit,0.0568,0.0006,-0.0006,0,0.091,0.039,-0.047,0,1.43,0.05,-0.04,1.17,0.12,-0.12,0,371.8611,38.1396,-38.1396
OGLE-TR-132,b,OGLE-TR-132 b,Transit,0.03035,0.00057,-0.00053,0,,,,,1.3,0.07,-0.07,1.18,0.14,-0.13,0,375.02,44.49,-41.32
KELT-18,b,KELT-18 b,Transit,0.0455,0.00067,-0.00069,0,0,,,0,1.52,0.07,-0.07,1.18,0.11,-0.11,0,375.0394,34.9613,-34.9613
WASP-121,b,WASP-121 b,Transit,0.02544,0.00049,-0.0005,0,0,,,0,1.35,0.08,-0.08,1.183,0.064,-0.062,0,375.99289,20.34112,-19.70546
WASP-4,b,WASP-4 b,Transit,0.0226,0.0007,-0.0008,0,0,,,0,0.86,0.08,-0.09,1.186,0.09,-0.098,0,376.94638,28.6047,-31.14734
XO-5,b,XO-5 b,Transit,0.0515,0.0005,-0.0005,0,0,,,0,1.04,0.03,-0.03,1.19,0.03,-0.03,0,378.2,9.53,-9.53
Qatar-9,b,Qatar-9 b,Transit,0.0234,0.0003,-0.0003,0,0,,,0,0.72,0.02,-0.02,1.19,0.16,-0.16,0,378.2177,50.8528,-50.8528
HATS-33,b,HATS-33 b,Transit,0.03727,0.00037,-0.00037,0,0.08,,,1,1.06,0.03,-0.03,1.192,0.053,-0.053,0,378.85336,16.84499,-16.84499
PSR J1719-1438,b,PSR J1719-1438 b,Pulsar Timing,0.0044,0,0,0,0.06,,,1,1.4,0,0,1.2,0,0,-1,382.8,0,0
TOI 163,b,TOI 163 b,Transit,0.058,0.0014,-0.0014,0,0,,,0,1.44,0.03,-0.03,1.22,0.12,-0.12,0,387.7526,38.1396,-38.1396
WASP-138,b,WASP-138 b,Transit,0.0494,0.0007,-0.0007,0,,,,,1.22,0.05,-0.05,1.22,0.08,-0.08,0,387.7526,25.4264,-25.4264
HATS-35,b,HATS-35 b,Transit,0.03199,0.00033,-0.00033,0,0.306,,,1,1.32,0.04,-0.04,1.222,0.078,-0.078,0,388.38826,24.79074,-24.79074
WASP-119,b,WASP-119 b,Transit,0.0363,0.0007,-0.0007,0,0.058,,,1,1.02,0.06,-0.06,1.23,0.08,-0.08,0,390.9309,25.4264,-25.4264
WASP-130,b,WASP-130 b,Transit,0.1012,0.0014,-0.0014,0,0,,,0,1.04,0.04,-0.04,1.23,0.04,-0.04,0,390.9309,12.7132,-12.7132
K2-237,b,K2-237 b,Transit,0.0353,0.0012,-0.0012,0,0,,,0,1.23,0.05,-0.05,1.236,0.044,-0.044,0,392.83788,13.98452,-13.98452
OGLE-TR-113,b,OGLE-TR-113 b,Transit,0.02289,0.00016,-0.00015,0,,,,,0.78,0.02,0,1.26,0.16,-0.16,0,400.449,50.851,-50.851
WASP-85 A,b,WASP-85 A b,Transit,0.039,0.001,-0.001,0,0,,,0,1.09,0.08,-0.08,1.265,0.065,-0.065,0,402.05495,20.65895,-20.65895
Kepler-428,b,Kepler-428 b,Transit,0.0433,0.0009,-0.0009,0,0.22,,,1,0.87,0.05,-0.05,1.27,0.19,-0.19,0,403.63,60.39,-60.39
WASP-64,b,WASP-64 b,Transit,0.02648,0.00024,-0.00024,0,0,,,0,1,0.03,-0.03,1.271,0.068,-0.068,0,403.945,21.612,-21.612
WASP-104,b,WASP-104 b,Transit,0.02918,0.00045,-0.00045,0,0,,,0,1.08,0.05,-0.05,1.272,0.047,-0.047,0,404.263,14.937,-14.937
UKIRT-2017-BLG-001L,b,UKIRT-2017-BLG-001L b,Microlensing,4.18,0.96,-0.88,0,,,,0,0.81,0.21,-0.27,1.28,0.37,-0.44,0,406.8224,117.5971,-139.8452
KELT-14,b,KELT-14 b,Transit,0.03005,0.00031,-0.00031,0,0,,,0,1.24,0.04,-0.04,1.284,0.032,-0.032,0,408.09372,10.17056,-10.17056
HATS-68,b,HATS-68 b,Transit,0.05071,0.00018,-0.00018,0,0.036,,,0,1.35,0.01,-0.01,1.29,0.059,-0.059,0,410.0007,18.75197,-18.75197
Qatar-1,b,Qatar-1 b,Transit,0.02332,0.0004,-0.0004,0,0,,,0,0.84,0.04,-0.04,1.294,0.052,-0.049,0,411.27202,16.52716,-15.57367
WASP-174,b,WASP-174 b,Transit,0.0559,0.0009,-0.0009,0,,,,0,1.3,0.06,-0.06,1.3,0,0,1,413.179,0,0
CoRoT-13,b,CoRoT-13 b,Transit,0.051,0.0031,-0.0031,0,0,,,0,1.09,0.02,-0.02,1.308,0.066,-0.066,0,415.704,20.976,-20.976
KELT-17,b,KELT-17 b,Transit,0.04881,0.00065,-0.00061,0,,,,,1.64,0.07,-0.06,1.31,0.28,-0.29,0,416.3573,88.9924,-92.1707
HATS-4,b,HATS-4 b,Transit,0.0362,0.0002,-0.0002,0,0.013,0.016,-0.016,0,1,0.02,-0.02,1.323,0.028,-0.028,0,420.471,8.899,-8.899
HATS-17,b,HATS-17 b,Transit,0.1308,0.0012,-0.0012,0,0.029,0.022,-0.022,0,1.13,0.03,-0.03,1.338,0.065,-0.065,0,425.25654,20.65895,-20.65895
NGTS-6,b,NGTS-6 b,Transit,0.01677,0.00032,-0.00032,0,0,,,0,0.77,0.03,-0.03,1.339,0.028,-0.028,0,425.57437,8.89924,-8.89924
WASP-91,b,WASP-91 b,Transit,0.037,0.001,-0.001,0,0,,,0,0.84,0.07,-0.07,1.34,0.08,-0.08,0,425.8922,25.4264,-25.4264
HATS-2,b,HATS-2 b,Transit,0.023,0.0003,-0.0003,0,0,,,0,0.88,0.04,-0.04,1.345,0.15,-0.15,0,427.463,47.672,-47.672
HAT-P-50,b,HAT-P-50 b,Transit,0.0453,0.00058,-0.0014,0,0.115,,,1,1.27,0.05,-0.12,1.35,0.073,-0.073,0,429.0705,23.20159,-23.20159
Kepler-28,c,Kepler-28 c,Transit,0.081,0,0,0,,,,,0.75,0,0,1.36,0,0,1,432.23,0,0
Kepler-447,b,Kepler-447 b,Transit,0.0769,0.0062,-0.0079,0,0.123,0.037,-0.036,0,1,0.21,-0.21,1.37,0.48,-0.46,0,435.41,152.55,-146.2
K2-22,b,K2-22 b,Transit,0.0088,0.0008,-0.0008,0,,,,,0.6,0.07,-0.07,1.4,0,0,1,444.962,0,0
K2-260,b,K2-260 b,Transit,0.0404,0.0013,-0.0016,0,0,,,0,1.39,0.05,-0.06,1.42,0.31,-0.32,0,451.3186,98.5273,-101.7056
KOI-1257,b,KOI-1257 b,Transit,0.382,0.006,-0.006,0,0.772,0.045,-0.045,0,0.99,0.05,-0.05,1.45,0.35,-0.35,0,460.83,111.24,-111.24
HATS-67,b,HATS-67 b,Transit,0.03032,0.00015,-0.00015,0,0.057,,,0,1.44,0.02,-0.02,1.45,0.12,-0.12,0,460.8535,38.1396,-38.1396
WASP-12,b,WASP-12 b,Transit,0.0232,0.00064,-0.00064,0,,,,0,1.43,0.11,-0.11,1.465,0.079,-0.079,0,465.62095,25.10857,-25.10857
WASP-50,b,WASP-50 b,Transit,0.0293,0.0013,-0.0013,0,,,,0,0.89,0.08,-0.07,1.4688,0.092,-0.092,0,466.8287,29.24036,-29.24036
HATS-23,b,HATS-23 b,Transit,0.03397,0.00047,-0.00047,0,0.114,,,1,1.12,0.05,-0.05,1.47,0.072,-0.072,0,467.2101,22.88376,-22.88376
WASP-93,b,WASP-93 b,Transit,0.04211,0.00035,-0.00035,0,0,,,0,1.33,0.03,-0.03,1.47,0.29,-0.29,0,467.2101,92.1707,-92.1707
HAT-P-53,b,HAT-P-53 b,Transit,0.03159,0.00042,-0.00042,0,0.134,,,1,1.09,0.04,-0.04,1.484,0.056,-0.056,0,471.65972,17.79848,-17.79848
WASP-103,b,WASP-103 b,Transit,0.01985,0.00021,-0.00021,0,,,,,1.22,0.04,-0.04,1.49,0.088,-0.088,0,473.547,27.968,-27.968
MOA-2010-BLG-477L,b,MOA-2010-BLG-477L b,Microlensing,2,3,-1,0,,,,,0.67,0.33,0,1.5,0.8,-0.3,0,476.7,254.3,-95.3
Kepler-28,b,Kepler-28 b,Transit,0.062,0,0,0,,,,,0.75,0,0,1.51,0,0,1,479.9,0,0
WASP-136,b,WASP-136 b,Transit,0.0661,0.0012,-0.0012,0,,,,,1.41,0.07,-0.07,1.51,0.08,-0.08,0,479.9233,25.4264,-25.4264
Kepler-1647,b,Kepler-1647 b,Transit,2.7205,0.007,-0.007,0,0.0581,0.0689,-0.0689,0,1.22,0.01,-0.01,1.51968,0.64815,-0.64815,0,483,206,-206
WASP-65,b,WASP-65 b,Transit,0.0334,0.0016,-0.0017,0,0,,,0,0.93,0.14,-0.14,1.55,0.16,-0.16,0,492.62,50.85,-50.85
eps Eri,b,eps Eri b,Radial Velocity,3.39,0.36,-0.36,0,0.702,0.039,-0.039,0,0.83,0.05,-0.05,1.55,0.24,-0.24,0,492.6365,76.2792,-76.2792
WASP-5,b,WASP-5 b,Transit,0.0267,0.0012,-0.0008,0,0.038,0.026,-0.018,0,0.96,0.13,-0.09,1.58,0.13,-0.1,0,502.15,41.32,-31.78
HATS-40,b,HATS-40 b,Transit,0.04997,0.00074,-0.00074,0,0.312,,,1,1.56,0.07,-0.07,1.59,0.24,-0.24,0,505.3497,76.2792,-76.2792
OGLE-2017-BLG-1140L,b,OGLE-2017-BLG-1140L b,Microlensing,1.02,0.15,-0.15,0,,,,0,0.21,0.03,-0.03,1.59,0.35,-0.26,0,505.3497,111.2405,-82.6358
WASP-170,b,WASP-170 b,Transit,0.0337,0.0018,-0.0018,0,,,,0,0.93,0.15,-0.15,1.6,0.2,-0.2,0,508.528,63.566,-63.566
WASP-178,b,WASP-178 b,Transit,0.0558,0.001,-0.001,0,0,,,0,2.07,0.11,-0.11,1.66,0.12,-0.12,0,527.5978,38.1396,-38.1396
HD 82943,b,HD 82943 b,Radial Velocity,1.18306,0.00062,-0.00062,0,0.162,0.036,-0.036,0,1.2,0,0,1.681,0.028,-0.028,0,534.25,8.899,-8.899
WASP-114,b,WASP-114 b,Transit,0.02851,0.00039,-0.00039,0,0.012,0.022,-0.009,0,1.29,0.05,-0.05,1.769,0.064,-0.064,0,562.24127,20.34112,-20.34112
K2-31,b,K2-31 b,Transit,0.022,0.0018,-0.0018,0,0,,,0,0.91,0.06,-0.06,1.774,0.079,-0.079,0,563.83042,25.10857,-25.10857
WASP-43,b,WASP-43 b,Transit,0.0142,0.0004,-0.0004,0,0,,,0,0.58,0.05,0,1.78,0.1,-0.1,0,565.714,31.782,-31.782
TrES-5,b,TrES-5 b,Transit,0.02459,0.0007,-0.0007,0,,,,,0.9,0.03,-0.03,1.79,0.068,-0.068,0,568.9157,21.61244,-21.61244
WASP-37,b,WASP-37 b,Transit,0.0446,0.0019,-0.0019,0,0,,,0,0.93,0.12,0,1.8,0.17,-0.17,0,572.07,54.029,-54.029
OGLE-2018-BLG-1011L,b,OGLE-2018-BLG-1011L b,Microlensing,1.8,2.1,-1.5,0,,,,0,0.18,0.33,-0.1,1.8,3.4,-1.1,0,572.094,1080.622,-349.613
WASP-105,b,WASP-105 b,Transit,0.075,0.003,-0.003,0,0,,,0,0.89,0.09,-0.09,1.8,0.1,-0.1,0,572.094,31.783,-31.783
Kepler-117,c,Kepler-117 c,Transit,0.2804,0.0092,-0.0028,0,0.0323,0.0033,-0.0033,0,1.13,0.13,-0.02,1.84,0.18,-0.18,0,584.78,57.21,-57.21
HAT-P-36,b,HAT-P-36 b,Transit,0.0241,0.00047,-0.00047,0,,,,0,1.03,0.03,-0.03,1.8482,0.087,-0.087,0,587.41341,27.65121,-27.65121
OGLE-2012-BLG-0358L,b,OGLE-2012-BLG-0358L b,Microlensing,0.87,0.03,-0.03,0,,,,,0.02,0,0,1.85,0.19,-0.19,0,587.96,60.39,-60.39
HATS-1,b,HATS-1 b,Transit,0.0444,0.0008,-0.0008,0,0.12,0.092,-0.092,0,0.99,0.05,0,1.855,0.262,-0.196,0,589.55,83.268,-62.292
HD 202696,c,HD 202696 c,Radial Velocity,2.342,0.034,-0.035,0,0.028,0.065,-0.012,0,1.91,0.09,-0.14,1.864,0.177,-0.227,-1,592.43512,56.25591,-72.14741
WASP-163,b,WASP-163 b,Transit,0.0266,0.0014,-0.0014,0,,,,0,0.97,0.15,-0.15,1.87,0.21,-0.21,0,594.3421,66.7443,-66.7443
HATS-42,b,HATS-42 b,Transit,0.03689,0.00065,-0.00065,0,0.229,,,1,1.27,0.07,-0.07,1.88,0.15,-0.15,0,597.5204,47.6745,-47.6745
Qatar-7,b,Qatar-7 b,Transit,0.0352,0.0002,-0.0002,0,0,,,0,1.41,0.03,-0.03,1.88,0.25,-0.25,0,597.5204,79.4575,-79.4575
2MASS J19383260+4603591,b,2MASS J19383260+4603591 b,Eclipse Timing Variations,0.92,0.02,-0.02,0,,,,,0.48,0.03,-0.03,1.9,0.1,-0.1,0,603.877,31.783,-31.783
WASP-135,b,WASP-135 b,Transit,0.0243,0.0005,-0.0005,0,0,,,0,0.98,0.06,-0.06,1.9,0.08,-0.08,0,603.877,25.4264,-25.4264
TrES-3,b,TrES-3 b,Transit,0.02282,0.00023,-0.0004,0,0,,,0,0.93,0.05,0,1.91,0.075,-0.08,0,607.03,23.836,-25.425
WASP-46,b,WASP-46 b,Transit,0.02335,0.00072,-0.00072,0,,,,,0.83,0.08,-0.08,1.91,0.13,-0.13,0,607.0553,41.3179,-41.3179
KOI-3680,b,KOI-3680 b,Transit,0.534,0.012,-0.03,0,0.496,0.031,-0.031,0,1.01,0.07,-0.16,1.93,0.19,-0.21,0,613.4119,60.3877,-66.7443
HD 82943,c,HD 82943 c,Radial Velocity,0.74345,0.00012,-0.00012,0,0.3663,0.0097,-0.0097,0,1.2,0,0,1.959,0.047,-0.047,0,622.603,14.937,-14.937
HATS-18,b,HATS-18 b,Transit,0.0174,0.00098,-0.00098,0,,,,0,1.04,0.05,-0.05,1.9795,0.076,-0.076,0,629.14449,24.15508,-24.15508
HD 202696,b,HD 202696 b,Radial Velocity,1.566,0.016,-0.007,0,0.011,0.078,-0.011,0,1.91,0.09,-0.14,1.996,0.22,-0.1,-1,634.38868,69.9226,-31.783
KMT-2017-BLG-1038L,b,KMT-2017-BLG-1038L b,Microlensing,1.8,0.6,-0.5,0,,,,0,0.37,0.36,-0.2,2,2,-1.1,0,635.66,635.66,-349.613
Kepler-76,b,Kepler-76 b,Orbital Brightness Modulation,0.0274,0.002,-0.0019,0,,,,,1.2,0.2,-0.2,2.01,0.37,-0.35,0,638.8383,117.5971,-111.2405
Kepler-30,c,Kepler-30 c,Transit,0.3,0,0,0,0.0111,0.001,-0.001,0,0.99,0.08,-0.08,2.01,0.16,-0.16,0,640,50,-50
WASP-33,b,WASP-33 b,Transit,0.0239,0.00063,-0.00063,0,,,,0,1.5,0.03,-0.03,2.093,0.139,-0.139,0,665.21819,44.17837,-44.17837
