pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_facility,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_sp,st_spstr,st_sperr,st_splim
Kepler-428,b,Kepler-428 b,Transit,0,1,3.52563254,0.00000015,-0.00000015,0,0.0433,0.0009,-0.0009,0,0.22,,,1,1.08,0.03,-0.03,0,1.02,0.15,-0.15,0,0,1,0,1,19h22m19.61s,290.581722,+40d34m38.6s,40.5774,720,25,-25,0,699.73,15.91,-15.91,0,15.405,0.016,0,V (Johnson),15.222,,0,5150,100,-100,0,0.87,0.05,-0.05,0,0.8,0.02,-0.02,0,10/3/2014,188,26,-26,0,Kepler,1.43,0.03,-0.03,0,-21.3,0.02,-0.02,0,5.1,K1 V,,0
WASP-23,b,WASP-23 b,Transit,0,1,2.9444256,0.0000011,-0.0000013,0,0.0376,0.0016,-0.0024,0,0.062,,,1,0.962,0.047,-0.056,0,,,,,0,0,0,0,06h44m30.62s,101.127587,-42d45m42.6s,-42.761826,208.74,1.03,-1.03,0,208.74,1.03,-1.03,0,,,,,12.321,,0,5150,100,,0,0.78,0.13,,0,0.77,0.05,,0,5/14/2014,,,,,SuperWASP,4.79,0.02,-0.02,0,5.83,0.88,-0.88,0,,,,
Kepler-425,b,Kepler-425 b,Transit,0,1,3.79701816,0.00000019,-0.00000019,0,0.0464,0.0008,-0.0008,0,0.33,,,1,0.978,0.022,-0.022,0,0.27,0.07,-0.07,0,0,1,0,1,19h21m25.92s,290.358009,+40d34m03.9s,40.567738,650,20,-20,0,658.75,11.1,-11.1,0,14.97,0.04,0,V (Johnson),14.73,,0,5170,70,-70,0,0.93,0.05,-0.05,0,0.86,0.02,-0.02,0,10/3/2014,34,10,-10,0,Kepler,1.52,0.03,-0.03,0,-45.4,0.01,-0.01,0,5.1,K1 V,,0
Kepler-75,b,Kepler-75 b,Transit,0,1,8.8849116,0.0000034,-0.0000034,0,0.0818,0.0012,-0.0012,0,0.57,0.01,-0.01,0,1.05,0.03,-0.03,0,11,0.8,-0.9,0,0,1,0,1,19h24m33.02s,291.137593,+36d34m38.6s,36.577386,855.5,19.1,-19.1,0,855.5,19.1,-19.1,0,15.264,,0,Kepler-band,15.179,,0,5200,100,-100,0,0.91,0.04,-0.04,0,0.89,0.02,-0.02,0,1/29/2015,1287,25,-25,0,Kepler,1.17,0.03,-0.03,0,-64.18,0.06,-0.06,0,5,K0 V,,0
NGTS-8,b,NGTS-8 b,Transit,0,1,2.4997,0.00001,-0.00001,0,0.035,0.001,-0.001,0,0.01,0.014,-0.01,0,1.09,0.03,-0.03,0,0.89,0.08,-0.07,0,0,0,0,0,21h55m54.2s,328.975833,-14d04m05.85s,-14.068292,434.28,5.65,-5.65,0,434.28,5.65,-5.65,0,13.68,0.06,0,V (Johnson),13.495,,0,5241,50,-50,0,0.89,0.05,-0.04,0,0.98,0.02,-0.02,0,11/21/2019,149.95,3.56,-3.56,0,Paranal Observatory,2.3,0.03,-0.03,0,,,,,5,K0 V,,0
K2-27,b,K2-27 b,Transit,0,1,6.771315,0.000085,-0.000085,0,0.06702,0.00071,-0.00071,0,0.251,0.088,-0.088,0,0.4,0.021,-0.021,0,1.87,0.41,-0.41,0,0,0,1,0,11h26m03.64s,171.515167,+01d13m50.7s,1.230738,251.43,2.48,-2.48,0,251.43,2.48,-2.48,0,12.64,0.02,0,V (Johnson),12.453,,0,5248,60,-60,0,0.87,0.03,-0.02,0,0.89,0.04,-0.04,0,2/9/2017,11.8,1.8,-1.8,0,K2,3.98,0.04,-0.04,0,-37.77,0,0,0,,,,
CoRoT-29,b,CoRoT-29 b,Transit,0,1,2.85057,0.000006,-0.000006,0,0.0386,0.0059,-0.0059,0,0.082,0.081,-0.081,0,0.9,0.16,-0.16,0,1.45,0.74,-0.74,0,0,0,0,0,18h35m36.50s,278.902103,+06d28m46.7s,6.479651,765,50,-50,0,822.62,42.4,-42.4,0,,,,,15.239,,0,5260,100,-100,0,0.97,0.14,-0.14,0,0.9,0.12,-0.12,0,4/16/2015,125,17,-17,0,CoRoT,1.22,0.06,-0.06,0,,,,,5,K0 V,,0
WASP-140,b,WASP-140 b,Transit,0,1,2.2359835,0.0000008,-0.0000008,0,0.0323,0.0005,-0.0005,0,0.047,0.0035,-0.0035,0,1.44,0.42,-0.18,0,1.1,0.5,-0.5,0,0,0,0,0,04h01m32.55s,60.38562,-20d27m03.9s,-20.451092,180,30,-30,0,118,0.6,-0.6,0,11.1,,0,V (Johnson),10.82,,0,5260,100,-100,0,0.9,0.04,-0.04,0,0.87,0.04,-0.04,0,12/1/2016,403,3,-3,0,SuperWASP-South,8.47,0.04,-0.04,0,2.12,0,0,0,5,K0,,0
HAT-P-44,b,HAT-P-44 b,Transit,0,2,4.301219,0.000019,-0.000019,0,0.0507,0.0007,-0.0007,0,0.044,0.052,-0.052,0,1.242,0.106,-0.051,0,0.23,0.04,-0.04,0,0,0,0,0,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363,31,-17,0,351.38,2.24,-2.24,0,,,,,12.973,,0,5295,100,-100,0,0.94,0.04,-0.04,0,0.95,0.08,-0.04,0,5/14/2014,45.9,3.6,-3.6,0,HATNet,2.85,0.02,-0.02,0,-33.45,0.05,-0.05,0,,,,
WASP-162,b,WASP-162 b,Transit,0,1,9.62468,0.00001,-0.00001,0,0.0871,0.0013,-0.0013,0,0.434,0.005,-0.005,0,1,0.05,-0.05,0,6.9,0.8,-0.8,0,0,0,0,0,11h13m10.30s,168.292923,-17d39m28.0s,-17.657778,313.6,4.11,-4.11,0,313.6,4.11,-4.11,0,,,,,12.065,,0,5300,100,-100,0,0.95,0.04,-0.04,0,1.11,0.05,-0.05,0,10/26/2018,507,8,-8,0,SuperWASP-South,3.19,0.04,-0.04,0,16.82,0,0,0,5,K0,,0
HATS-5,b,HATS-5 b,Transit,0,1,4.763387,0.00001,-0.00001,0,0.0542,0.0006,-0.0006,0,0.019,0.019,-0.019,0,0.912,0.025,-0.025,0,0.39,0.04,-0.04,0,0,0,0,0,04h28m53.49s,67.222871,-21d28m54.9s,-21.481916,257,8,-8,0,248.14,1.74,-1.74,0,12.63,0.03,0,V (Johnson),12.429,,0,5304,50,-50,0,0.94,0.03,-0.03,0,0.87,0.02,-0.02,0,5/14/2014,30,1.4,-1.4,0,HATSouth,4.03,0.03,-0.03,0,5.65,1.34,-1.34,0,4,G,,0
Kepler-421,b,Kepler-421 b,Transit,0,1,704.1984,0.0016,-0.0016,0,1.219,0.089,-0.089,0,0.041,0.095,-0.034,0,0.371,0.017,-0.014,0,,,,,0,1,0,0,18h53m01.64s,283.256822,+45d05m16.0s,45.087776,320,20,-20,0,352.1,2.05,-2.05,0,13.354,,0,Kepler-band,13.348,,0,5308,50,-50,0,0.79,0.03,-0.03,0,0.76,0.03,-0.03,0,7/23/2014,,,,,Kepler,2.84,0.02,-0.02,0,,,,,4.95,G9/K0,,0
Kepler-46,b,Kepler-46 b,Transit,0,3,33.60134,0.00021,-0.0002,0,0.1968,0.0029,-0.0028,0,0.01,0.01,-0.01,0,0.808,0.042,-0.043,0,14,,,1,1,1,0,1,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,794.54,17.48,-17.48,0,794.54,17.48,-17.48,0,15.262,,0,Kepler-band,15.255,,0,5309,200,-200,0,,,,,0.79,0.44,-0.44,0,5/14/2014,,,,,Kepler,1.26,0.03,-0.03,0,,,,,,,,
HATS-15,b,HATS-15 b,Transit,0,1,1.74748753,0.00000094,-0.00000094,0,0.02712,0.00023,-0.00023,0,0.126,,,1,1.105,0.04,-0.04,0,1.97,0.24,-0.24,0,0,0,0,0,20h44m22.07s,311.091961,-19d26m15.0s,-19.43751,689,23,-23,0,1171.23,94.76,-94.76,0,14.774,0.01,0,V (Johnson),14.647,,0,5311,77,-77,0,0.87,0.02,-0.02,0,0.92,0.03,-0.03,0,6/23/2016,399,26,-26,0,HATSouth,0.85,0.07,-0.07,0,-54.15,0.02,-0.02,0,4.9,G9 V,,0
TOI-125,b,TOI-125 b,Transit,0,3,4.65382,0.00033,-0.00031,0,0.05186,0.00086,-0.00077,0,0.194,0.041,-0.036,0,0.243,0.007,-0.007,0,2.57,0.33,-0.33,0,0,0,0,0,01h34m22.735s,23.594729,-66d40m32.95s,-66.675819,111.4,1.3,-1.2,0,111.41,0.44,-0.44,0,10.892,0.016,0,V (Johnson),10.718,,0,5320,39,-39,0,0.86,0.04,-0.04,0,0.85,0.01,-0.01,0,2/13/2020,4.11,0.36,-0.36,0,Transiting Exoplanet Survey Satellite (TESS),8.98,0.04,-0.04,0,11.06,0.01,-0.01,0,5,K0 V,,0
TOI-125,c,TOI-125 c,Transit,0,3,9.15059,0.0007,-0.00082,0,0.0814,0.0013,-0.0013,0,0.066,0.07,-0.047,0,0.246,0.009,-0.009,0,1.73,0.33,-0.33,0,0,0,0,0,01h34m22.735s,23.594729,-66d40m32.95s,-66.675819,111.4,1.3,-1.2,0,111.41,0.44,-0.44,0,10.892,0.016,0,V (Johnson),10.718,,0,5320,39,-39,0,0.86,0.04,-0.04,0,0.85,0.01,-0.01,0,2/13/2020,2.25,0.33,-0.33,0,Transiting Exoplanet Survey Satellite (TESS),8.98,0.04,-0.04,0,11.06,0.01,-0.01,0,5,K0 V,,0
TOI-125,d,TOI-125 d,Transit,0,3,19.98,0.005,-0.0056,0,0.137,0.0022,-0.0022,0,0.168,0.088,-0.062,0,0.261,0.015,-0.015,0,2.98,0.65,-0.52,0,0,0,0,0,01h34m22.735s,23.594729,-66d40m32.95s,-66.675819,111.4,1.3,-1.2,0,111.41,0.44,-0.44,0,10.892,0.016,0,V (Johnson),10.718,,0,5320,39,-39,0,0.86,0.04,-0.04,0,0.85,0.01,-0.01,0,2/13/2020,3.61,0.31,-0.31,0,Transiting Exoplanet Survey Satellite (TESS),8.98,0.04,-0.04,0,11.06,0.01,-0.01,0,5,K0 V,,0
HAT-P-38,b,HAT-P-38 b,Transit,0,1,4.640382,0.000032,-0.000032,0,0.0523,0.0009,-0.0009,0,0.067,0.047,-0.047,0,0.825,0.092,-0.063,0,0.59,0.16,-0.16,0,0,0,0,0,02h21m31.98s,35.383234,+32d14m46.1s,32.246151,249,26,-19,0,257.08,2.47,-2.47,0,12.557,0.094,0,V (Johnson),12.302,,0,5330,100,,0,0.89,0.04,,0,0.92,0.1,,0,5/14/2014,35.4,2.4,-2.4,0,HATNet,3.89,0.04,-0.04,0,-19.7,0.1,,0,4.5,G5,,0
HATS-14,b,HATS-14 b,Transit,0,1,2.7667641,0.0000027,-0.0000027,0,0.03815,0.00032,-0.00032,0,0.142,,,1,1.039,0.032,-0.022,0,1.191,0.098,-0.14,0,0,0,0,1,20h52m51.71s,313.215479,-25d41m14.4s,-25.687334,513,14,-14,0,520.51,9.32,-9.32,0,13.79,0.1,0,V (Johnson),13.771,,0,5346,60,-60,0,0.97,0.02,-0.02,0,0.93,0.02,-0.01,0,8/13/2015,158,10,-10,0,HATSouth,1.92,0.03,-0.03,0,30.19,0.01,-0.01,0,,,,
K2-29,b,K2-29 b,Transit,0,1,3.2588321,0.0000019,-0.0000019,0,0.04217,0.00024,-0.00024,0,0.066,0.022,-0.022,0,1.19,0.02,-0.02,0,0.53,0.04,-0.04,0,0,0,1,0,04h10m40.96s,62.670647,+24d24m07.4s,24.402042,179.39,1.31,-1.31,0,179.39,1.31,-1.31,0,12.526,0.044,0,V (Johnson),12.201,,0,5358,38,-38,0,0.94,0.02,-0.02,0,0.86,0.01,-0.01,0,3/24/2016,103.5,5.4,-5.4,0,K2,5.57,0.04,-0.04,0,32.88,0,0,0,4.7,G7 V,,0
K2-263,b,K2-263 b,Transit,0,1,50.818947,0.000094,-0.000094,0,0.2573,0.0029,-0.0029,0,0.14,,,1,0.215,0.011,-0.011,0,5.7,1.6,-1.4,0,0,0,1,0,08h38m43.77s,129.682388,+15d40m50.3s,15.680626,163.23,1.37,-1.37,0,163.23,1.37,-1.37,0,11.606,0.04,0,V (Johnson),11.405,,0,5368,44,-44,0,0.88,0.03,-0.03,0,0.85,0.02,-0.02,0,9/27/2018,2.82,0.58,-0.58,0,K2,6.13,0.05,-0.05,0,30,0,0,0,4.9,G9 V,,0
K2-138,b,K2-138 b,Transit,0,5,2.35322,0.00036,-0.00036,0,0.0338,0.00024,-0.00024,0,0.403,,,1,0.14,0.025,-0.015,0,,,,0,0,0,1,0,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183,17,-17,0,203.75,2.02,-2.02,0,12.21,0.03,0,V (Johnson),12.025,,0,5378,60,-60,0,0.93,0.06,-0.06,0,0.86,0.08,-0.08,0,1/11/2018,,,,0,K2,4.91,0.05,-0.05,0,1.17,0.56,-0.56,0,5.1,K1 V,,0
K2-138,c,K2-138 c,Transit,0,5,3.55987,0.00023,-0.00022,0,0.04454,0.00032,-0.00032,0,0.296,,,1,0.225,0.03,-0.014,0,,,,0,0,0,1,0,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183,17,-17,0,203.75,2.02,-2.02,0,12.21,0.03,0,V (Johnson),12.025,,0,5378,60,-60,0,0.93,0.06,-0.06,0,0.86,0.08,-0.08,0,1/11/2018,,,,0,K2,4.91,0.05,-0.05,0,1.17,0.56,-0.56,0,5.1,K1 V,,0
K2-138,d,K2-138 d,Transit,0,5,5.40478,0.00048,-0.00046,0,0.05883,0.00042,-0.00042,0,0.348,,,1,0.237,0.035,-0.016,0,,,,0,0,0,1,0,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183,17,-17,0,203.75,2.02,-2.02,0,12.21,0.03,0,V (Johnson),12.025,,0,5378,60,-60,0,0.93,0.06,-0.06,0,0.86,0.08,-0.08,0,1/11/2018,,,,0,K2,4.91,0.05,-0.05,0,1.17,0.56,-0.56,0,5.1,K1 V,,0
K2-138,e,K2-138 e,Transit,0,5,8.26144,0.00045,-0.00044,0,0.07807,0.00056,-0.00056,0,0.315,,,1,0.294,0.031,-0.016,0,,,,0,0,0,1,0,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183,17,-17,0,203.75,2.02,-2.02,0,12.21,0.03,0,V (Johnson),12.025,,0,5378,60,-60,0,0.93,0.06,-0.06,0,0.86,0.08,-0.08,0,1/11/2018,,,,0,K2,4.91,0.05,-0.05,0,1.17,0.56,-0.56,0,5.1,K1 V,,0
K2-138,f,K2-138 f,Transit,0,5,12.75759,0.00092,-0.00092,0,0.1043,0.00074,-0.00075,0,0.364,,,1,0.251,0.032,-0.017,0,,,,0,0,0,1,0,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183,17,-17,0,203.75,2.02,-2.02,0,12.21,0.03,0,V (Johnson),12.025,,0,5378,60,-60,0,0.93,0.06,-0.06,0,0.86,0.08,-0.08,0,1/11/2018,,,,0,K2,4.91,0.05,-0.05,0,1.17,0.56,-0.56,0,5.1,K1 V,,0
HATS-34,b,HATS-34 b,Transit,0,1,2.1061607,0.0000047,-0.0000047,0,0.03166,0.00034,-0.00034,0,0.108,,,1,1.43,0.19,-0.19,0,0.4,0.19,-0.13,0,0,0,0,0,00h03m05.88s,0.774485,-62d28m09.6s,-62.469341,532,32,-32,0,516.43,3.98,-3.98,0,13.849,0.01,0,V (Johnson),13.679,,0,5380,73,-73,0,0.95,0.03,-0.03,0,0.98,0.05,-0.05,0,12/1/2016,152,11,-11,0,HATSouth,1.94,0.01,-0.01,0,17.74,0.01,-0.01,0,,,,
HATS-4,b,HATS-4 b,Transit,0,1,2.516729,0.000002,-0.000002,0,0.0362,0.0002,-0.0002,0,0.013,0.016,-0.016,0,1.02,0.037,-0.037,0,1.55,0.16,-0.16,0,0,0,0,0,06h16m26.90s,94.112075,-22d32m48.8s,-22.546885,420,12,-12,0,421.53,2.75,-2.75,0,13.459,0.017,0,V (Johnson),13.286,,0,5403,50,-50,0,1,0.02,-0.02,0,0.93,0.02,-0.02,0,7/2/2014,197.5,3.2,-3.2,0,HATSouth,2.37,0.02,-0.02,0,27.31,3.13,-3.13,0,4,G,,0
HATS-62,b,HATS-62 b,Transit,0,1,3.2768837,0.0000033,-0.0000033,0,0.04163,0.00024,-0.00016,0,0.298,,,0,1.055,0.025,-0.025,0,0.076,0.053,-0.053,0,0,0,0,0,20h49m47.8333s,312.449305,-24d18m12.4965s,-24.303471,516.8,10.9,-6.1,0,530.82,10.45,-10.45,0,14.015,0.037,0,V (Johnson),13.832,,0,5416,19,-13,0,0.9,0.01,-0.01,0,0.93,0.02,-0.01,0,1/17/2019,10.2,7.8,-7.8,0,HATSouth,1.88,0.04,-0.04,0,-10.49,0.01,-0.01,0,,,,
EPIC 249893012,b,EPIC 249893012 b,Transit,0,3,3.5951,0.0003,-0.0003,0,0.047,0.005,-0.007,0,0.06,0.08,-0.04,0,0.174,0.008,-0.007,0,6.39,1.19,-1.04,0,0,0,1,0,15h12m59.57s,228.248199,-16d43m28.3s,-16.724524,324.22,4.18,-4.18,0,324.22,4.18,-4.18,0,11.428,0.121,0,V (Johnson),11.402,,0,5430,85,-85,0,1.05,0.05,-0.05,0,1.71,0.04,-0.04,0,2/13/2020,3.55,0.43,-0.43,0,K2,3.08,0.04,-0.04,0,22.36,0.55,-0.55,0,4.8,G8 IV/V,,0
EPIC 249893012,c,EPIC 249893012 c,Transit,0,3,15.624,0.001,-0.001,0,0.13,0.01,-0.02,0,0.07,0.08,-0.05,0,0.327,0.015,-0.012,0,1.62,0.3,-0.29,0,0,0,1,0,15h12m59.57s,228.248199,-16d43m28.3s,-16.724524,324.22,4.18,-4.18,0,324.22,4.18,-4.18,0,11.428,0.121,0,V (Johnson),11.402,,0,5430,85,-85,0,1.05,0.05,-0.05,0,1.71,0.04,-0.04,0,2/13/2020,3.66,0.45,-0.46,0,K2,3.08,0.04,-0.04,0,22.36,0.55,-0.55,0,4.8,G8 IV/V,,0
EPIC 249893012,d,EPIC 249893012 d,Transit,0,3,35.747,0.005,-0.005,0,0.22,0.02,-0.04,0,0.15,0.21,-0.11,0,0.352,0.012,-0.011,0,0.91,0.25,-0.23,0,0,0,1,0,15h12m59.57s,228.248199,-16d43m28.3s,-16.724524,324.22,4.18,-4.18,0,324.22,4.18,-4.18,0,11.428,0.121,0,V (Johnson),11.402,,0,5430,85,-85,0,1.05,0.05,-0.05,0,1.71,0.04,-0.04,0,2/13/2020,1.97,0.54,-0.47,0,K2,3.08,0.04,-0.04,0,22.36,0.55,-0.55,0,4.8,G8 IV/V,,0
Kepler-439,b,Kepler-439 b,Transit,0,1,178.1396,0.0016,-0.0018,0,0.563,0.165,-0.08,0,0.03,0.08,-0.03,-1,0.2,0.01,-0.04,0,,,,,0,1,0,1,18h43m12.38s,280.801566,+44d02m02.4s,44.033994,693,66,-38,0,773.85,11.74,-11.74,0,14.56,,0,Kepler-band,14.545,,0,5431,100,-100,0,0.88,0.04,-0.04,0,0.87,0.08,-0.04,0,1/6/2015,,,,,Kepler,1.29,0.02,-0.02,0,-39.88,0.19,-0.19,0,,,,
CoRoT-18,b,CoRoT-18 b,Transit,0,1,1.9000693,0.0000028,-0.0000028,0,0.0295,0.0016,-0.0016,0,0.08,,,1,1.31,0.18,-0.18,0,2.2,0.8,-0.8,0,0,0,0,0,06h32m41.38s,98.17241,-00d01m53.7s,-0.031586,870,90,-90,0,780.87,27.57,-27.57,0,15,0.1,0,V (Johnson),14.801,,0,5440,100,-100,0,0.95,0.15,-0.15,0,1,0.13,-0.13,0,5/14/2014,590,14,-14,0,CoRoT,1.28,0.05,-0.05,0,29.55,0.02,-0.02,0,4.9,G9 V,,0
HAT-P-51,b,HAT-P-51 b,Transit,0,1,4.2180278,0.0000059,-0.0000059,0,0.05069,0.00049,-0.00049,0,0.123,,,1,1.293,0.054,-0.054,0,0.178,0.024,-0.024,0,0,0,0,0,01h24m15.65s,21.06519,+32d48m38.8s,32.810764,470,16,-16,0,445.63,8.19,-8.19,0,13.44,0.04,0,V (Johnson),13.285,,0,5449,50,-50,0,0.98,0.03,-0.03,0,1.04,0.04,-0.03,0,11/19/2015,39.5,2.2,-2.2,0,HATNet,2.24,0.04,-0.04,0,-27.56,0.1,-0.1,0,4.7,G7,,0
K2-265,b,K2-265 b,Transit,0,1,2.369172,0.000089,-0.000089,0,0.03376,0.00021,-0.00021,0,0.084,0.079,-0.079,0,0.153,0.01,-0.01,0,7.1,1.8,-1.8,0,0,0,1,0,22h48m07.57s,342.031525,-14d29m40.9s,-14.494689,139.22,0.98,-0.98,0,139.22,0.98,-0.98,0,11.102,0.037,0,V (Johnson),10.928,,0,5477,27,-27,0,0.92,0.02,-0.02,0,0.98,0.05,-0.05,0,10/4/2018,3.34,0.43,-0.43,0,K2,7.18,0.05,-0.05,0,-18.19,0,0,0,4.8,G8 V,,0
Kepler-447,b,Kepler-447 b,Transit,0,1,7.79430132,0.00000182,-0.00000182,0,0.0769,0.0062,-0.0079,0,0.123,0.037,-0.036,0,1.65,0.59,-0.56,0,0.4,0.94,-0.32,0,0,1,0,1,19h01m04.46s,285.268586,+48d33m36.0s,48.560013,270.12,1.85,-1.85,0,270.12,1.85,-1.85,0,12.394,,0,Kepler-band,12.379,,0,5493,62,-62,0,1,0.21,-0.21,0,1.05,0.19,-0.19,0,2/19/2015,141,42,-42,0,Kepler,3.7,0.03,-0.03,0,1.39,0.11,-0.11,0,4.8,G8 V,,0
HATS-46,b,HATS-46 b,Transit,0,1,4.7423729,0.0000049,-0.0000049,0,0.05367,0.00053,-0.00053,0,0.559,,,1,0.903,0.058,-0.045,0,0.28,0.12,-0.12,0,0,0,0,0,00h26m48.58s,6.702417,-56d18m58.0s,-56.316113,448,22,-22,0,459.82,3.97,-3.97,0,13.634,0.05,0,V (Johnson),13.527,,0,5495,69,-69,0,0.92,0.03,-0.03,0,0.85,0.04,-0.03,0,5/24/2018,22.1,8,-8,0,HATSouth,2.17,0.02,-0.02,0,-30.19,0.01,-0.01,0,,,,
Kepler-20,b,Kepler-20 b,Transit,0,6,3.69611525,0.00000115,-0.00000087,0,0.0463,0.0009,-0.0015,0,0.03,0.09,-0.03,0,0.167,0.006,-0.003,0,8.2,1.5,-1.3,0,0,1,0,2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.51,,0,V (Johnson),12.453,,0,5495,50,-50,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,3/30/2017,4.2,0.55,-0.65,0,Kepler,3.51,0.02,-0.02,0,-20.93,0,0,0,,,,
Kepler-20,c,Kepler-20 c,Transit,0,6,10.85409089,0.00000303,-0.0000026,0,0.0949,0.0027,-0.0023,0,0.16,0.01,-0.09,0,0.272,0.006,-0.005,0,2.5,0.5,-0.5,0,0,1,0,2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.51,,0,V (Johnson),12.453,,0,5495,50,-50,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,3/30/2017,3.84,0.67,-0.63,0,Kepler,3.51,0.02,-0.02,0,-20.93,0,0,0,,,,
HATS-28,b,HATS-28 b,Transit,0,1,3.1810781,0.0000039,-0.0000039,0,0.04131,0.00053,-0.00053,0,0.202,,,1,1.194,0.07,-0.07,0,0.48,0.11,-0.11,0,0,0,0,0,18h57m35.92s,284.399685,-49d08m18.5s,-49.13847,521,25,-25,0,543.63,7.99,-7.99,0,13.934,0.08,0,V (Johnson),13.793,,0,5498,84,-84,0,0.93,0.04,-0.04,0,0.92,0.04,-0.04,0,6/9/2016,97,12,-12,0,HATSouth,1.84,0.03,-0.03,0,-8.65,0.01,-0.01,0,4,G,,0
Kepler-30,b,Kepler-30 b,Transit,0,3,29.33434,0.00815,-0.00815,0,0.18,,,0,0.042,0.003,-0.003,0,0.348,0.018,-0.018,0,1.02,0.13,-0.13,0,1,1,0,0,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,938.33,28.29,-28.29,0,938.33,28.29,-28.29,0,15.403,,0,Kepler-band,15.376,,0,5498,54,-54,0,0.99,0.08,-0.08,0,0.95,0.12,-0.12,0,5/14/2014,,,,,Kepler,1.07,0.03,-0.03,0,,,,,,,,
Kepler-30,c,Kepler-30 c,Transit,0,3,60.323105,0.000244,-0.000244,0,0.3,,,0,0.0111,0.001,-0.001,0,1.097,0.036,-0.036,0,1.88,0.17,-0.17,0,1,1,0,1,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,938.33,28.29,-28.29,0,938.33,28.29,-28.29,0,15.403,,0,Kepler-band,15.376,,0,5498,54,-54,0,0.99,0.08,-0.08,0,0.95,0.12,-0.12,0,5/14/2014,,,,,Kepler,1.07,0.03,-0.03,0,,,,,,,,
Kepler-30,d,Kepler-30 d,Transit,0,3,143.34394,0.00858,-0.00858,0,0.5,,,0,0.022,0.005,-0.005,0,0.785,0.045,-0.045,0,0.19,0.02,-0.02,0,1,1,0,1,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,938.33,28.29,-28.29,0,938.33,28.29,-28.29,0,15.403,,0,Kepler-band,15.376,,0,5498,54,-54,0,0.99,0.08,-0.08,0,0.95,0.12,-0.12,0,5/14/2014,,,,,Kepler,1.07,0.03,-0.03,0,,,,,,,,
HAT-P-37,b,HAT-P-37 b,Transit,0,1,2.797436,0.000007,-0.000007,0,0.0379,0.0006,-0.0006,0,0.058,0.038,-0.038,0,1.178,0.077,-0.077,0,0.89,0.19,-0.19,0,0,0,0,0,18h57m11.06s,284.296064,+51d16m08.9s,51.269138,411,26,-26,0,395.04,2.75,-2.75,0,13.23,0.32,0,V (Johnson),13.262,,0,5500,100,,0,0.93,0.04,,0,0.88,0.06,,0,5/14/2014,177.7,14.8,-14.8,0,HATNet,2.53,0.02,-0.02,0,-20.53,0.1,,0,,,,
Kepler-15,b,Kepler-15 b,Transit,0,1,4.942782,0.0000013,-0.0000013,0,0.05714,0.00086,-0.00093,0,0.06,,,0,0.96,0.06,-0.07,0,0.93,0.18,-0.22,0,0,1,0,1,19h44m48.14s,296.200595,+49d08m24.4s,49.140125,755.38,11.56,-11.56,0,755.38,11.56,-11.56,0,13.758,,0,Kepler-band,13.714,,0,5515,122,-130,0,1.02,0.04,-0.05,0,0.99,0.06,-0.07,0,5/14/2014,78.7,8.5,-9.5,0,Kepler,1.32,0.02,-0.02,0,-20,1,-1,0,,,,
